x;Value;Abs;Rel
0,7;0,610725964389298;8,98170426921752E-14;1,47066029494917E-13
0,72;0,624023052976924;1,66977542903624E-13;2,67582330664061E-13
0,74;0,637070329275987;3,03534974932518E-13;4,76454421096053E-13
0,76;0,649870449412488;5,40123501480139E-13;8,31124883380809E-13
0,78;0,662426293834093;9,41580147184595E-13;1,42141119087546E-12
0,8;0,674740942225163;1,60982338570648E-12;2,3858391939304E-12
0,82;0,686817649761349;2,70339306496226E-12;3,93611472552031E-12
0,84;0,698659824725924;4,46065406833895E-12;6,38458647613994E-12
0,86;0,710271007493926;7,23954229897572E-12;1,01926479085681E-11
0,88;0,721654850876326;1,15649712029153E-11;1,60256266400163E-11
0,9;0,732815101804706;1,81995529757728E-11;2,48351227088589E-11
0,92;0,743755584327092;2,82319723154956E-11;3,79586693686608E-11
0,94;0,754480183877604;4,31978897097451E-11;5,725516804193E-11
0,96;0,764992832776149;6,52390363953259E-11;8,52805851319389E-11
0,98;0,775297496909428;9,73011671234758E-11;1,25501717113185E-10
